Region,OperatingSystem,InstanceType,OnDemand
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5ad.12xlarge,3.274
us-east-2,Red Hat Enterprise Linux (Amazon VPC),t4g.2xlarge,0.3988
us-east-2,Red Hat Enterprise Linux (Amazon VPC),t3.medium,0.1016
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5dn.12xlarge,4.138
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r6gd.8xlarge,1.9732
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r6g.large,0.1608
us-east-2,Red Hat Enterprise Linux (Amazon VPC),t4g.medium,0.0936
us-east-2,Red Hat Enterprise Linux (Amazon VPC),inf1.xlarge,0.288
us-east-2,Red Hat Enterprise Linux (Amazon VPC),p2.xlarge,0.96
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5a.24xlarge,4.258
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5a.large,0.137
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6gd.large,0.1368
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6gn.4xlarge,0.8212
us-east-2,Red Hat Enterprise Linux (Amazon VPC),p3.2xlarge,3.19
us-east-2,Red Hat Enterprise Linux (Amazon VPC),t4g.micro,0.0684
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5d.8xlarge,1.938
us-east-2,Red Hat Enterprise Linux (Amazon VPC),h1.4xlarge,1.066
us-east-2,Red Hat Enterprise Linux (Amazon VPC),g4dn.12xlarge,4.042
us-east-2,Red Hat Enterprise Linux (Amazon VPC),t3a.2xlarge,0.4308
us-east-2,Red Hat Enterprise Linux (Amazon VPC),i3.4xlarge,1.378
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6gd.2xlarge,0.4372
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m6g.metal,2.594
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r3.4xlarge,1.46
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5n.metal,4.018
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5a.16xlarge,2.882
us-east-2,Red Hat Enterprise Linux (Amazon VPC),g4dn.2xlarge,0.882
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5d.16xlarge,4.738
us-east-2,Red Hat Enterprise Linux (Amazon VPC),x1e.xlarge,0.894
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m6gd.xlarge,0.2408
us-east-2,Red Hat Enterprise Linux (Amazon VPC),h1.2xlarge,0.598
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m6g.8xlarge,1.362
us-east-2,Red Hat Enterprise Linux (Amazon VPC),g3.16xlarge,4.69
us-east-2,Red Hat Enterprise Linux (Amazon VPC),p3.16xlarge,24.61
us-east-2,Red Hat Enterprise Linux (Amazon VPC),i3en.large,0.286
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m6gd.large,0.1504
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5d.8xlarge,2.434
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5ad.24xlarge,4.258
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5a.xlarge,0.232
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5d.xlarge,0.252
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5a.xlarge,0.214
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5a.8xlarge,1.362
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5d.18xlarge,3.586
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m6gd.16xlarge,3.0228
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5n.18xlarge,4.018
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5ad.xlarge,0.266
us-east-2,Red Hat Enterprise Linux (Amazon VPC),z1d.metal,4.594
us-east-2,Red Hat Enterprise Linux (Amazon VPC),t3.2xlarge,0.4628
us-east-2,Red Hat Enterprise Linux (Amazon VPC),z1d.6xlarge,2.362
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6gd.12xlarge,1.9732
us-east-2,Red Hat Enterprise Linux (Amazon VPC),t2.micro,0.0716
us-east-2,Red Hat Enterprise Linux (Amazon VPC),d2.2xlarge,1.51
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c4.4xlarge,0.926
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5.2xlarge,0.47
us-east-2,Red Hat Enterprise Linux (Amazon VPC),i2.4xlarge,3.54
us-east-2,Red Hat Enterprise Linux (Amazon VPC),d3.8xlarge,4.12552
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r6gd.4xlarge,1.0516
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5d.24xlarge,5.554
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m6g.large,0.137
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5zn.2xlarge,0.7907
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5a.8xlarge,1.506
us-east-2,Red Hat Enterprise Linux (Amazon VPC),d3.4xlarge,2.128
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5n.2xlarge,0.726
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5ad.16xlarge,2.882
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5a.2xlarge,0.582
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5.24xlarge,4.738
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5dn.16xlarge,4.482
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m4.large,0.16
us-east-2,Red Hat Enterprise Linux (Amazon VPC),i3en.metal,10.978
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m6gd.8xlarge,1.5764
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m6gd.metal,3.0228
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5ad.large,0.146
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5n.8xlarge,2.514
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6gn.large,0.1464
us-east-2,Red Hat Enterprise Linux (Amazon VPC),i3en.3xlarge,1.486
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5.12xlarge,2.434
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r4.large,0.193
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r6g.4xlarge,0.9364
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5b.24xlarge,7.282
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5ad.4xlarge,0.954
us-east-2,Red Hat Enterprise Linux (Amazon VPC),z1d.2xlarge,0.874
us-east-2,Red Hat Enterprise Linux (Amazon VPC),t3.large,0.1432
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5.2xlarge,0.514
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6gd.metal,2.5876
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5a.4xlarge,0.746
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5dn.metal,6.658
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5b.large,0.209
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6g.8xlarge,1.218
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5b.metal,7.282
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r3.xlarge,0.393
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5n.12xlarge,2.986
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5d.large,0.156
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5n.metal,7.282
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5dn.xlarge,0.332
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5a.large,0.173
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5zn.metal,4.0941
us-east-2,Red Hat Enterprise Linux (Amazon VPC),h1.16xlarge,3.874
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5d.xlarge,0.286
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5.xlarge,0.252
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5n.metal,5.842
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5.metal,4.738
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5.large,0.145
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5n.xlarge,0.358
us-east-2,Red Hat Enterprise Linux (Amazon VPC),x2gd.8xlarge,2.802
us-east-2,Red Hat Enterprise Linux (Amazon VPC),i3en.6xlarge,2.842
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r6gd.xlarge,0.2904
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5a.2xlarge,0.474
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c4.2xlarge,0.528
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5ad.24xlarge,5.074
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6g.16xlarge,2.306
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5zn.3xlarge,1.121
us-east-2,Red Hat Enterprise Linux (Amazon VPC),t4g.small,0.0768
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5dn.16xlarge,5.474
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5d.metal,4.738
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5n.8xlarge,2.034
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5a.12xlarge,2.842
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5dn.xlarge,0.394
us-east-2,Red Hat Enterprise Linux (Amazon VPC),i3.8xlarge,2.626
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5.large,0.186
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5dn.4xlarge,1.466
us-east-2,Red Hat Enterprise Linux (Amazon VPC),a1.2xlarge,0.334
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5dn.8xlarge,2.802
us-east-2,Red Hat Enterprise Linux (Amazon VPC),g3.4xlarge,1.27
us-east-2,Red Hat Enterprise Linux (Amazon VPC),inf1.24xlarge,4.851
us-east-2,Red Hat Enterprise Linux (Amazon VPC),i3en.12xlarge,5.554
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c4.large,0.16
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6gd.8xlarge,1.3588
us-east-2,Red Hat Enterprise Linux (Amazon VPC),x2gd.4xlarge,1.466
us-east-2,Red Hat Enterprise Linux (Amazon VPC),x2gd.16xlarge,5.474
us-east-2,Red Hat Enterprise Linux (Amazon VPC),inf1.6xlarge,1.31
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6gd.medium,0.0984
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r3.large,0.226
us-east-2,Red Hat Enterprise Linux (Amazon VPC),x1.32xlarge,13.468
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m4.4xlarge,0.93
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5b.8xlarge,2.514
us-east-2,Red Hat Enterprise Linux (Amazon VPC),g4dn.8xlarge,2.306
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5.8xlarge,1.666
us-east-2,Red Hat Enterprise Linux (Amazon VPC),t3a.large,0.1352
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5dn.24xlarge,8.146
us-east-2,Red Hat Enterprise Linux (Amazon VPC),i3en.xlarge,0.512
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5n.4xlarge,1.082
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5ad.8xlarge,1.506
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5a.16xlarge,2.594
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5b.2xlarge,0.726
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5d.metal,7.042
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5n.24xlarge,5.842
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r6g.16xlarge,3.3556
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5n.4xlarge,0.994
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c5ad.4xlarge,0.818
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m5d.12xlarge,2.842
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6gn.xlarge,0.2328
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5a.4xlarge,1.034
us-east-2,Red Hat Enterprise Linux (Amazon VPC),a1.metal,0.538
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m6g.16xlarge,2.594
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r6g.2xlarge,0.5332
us-east-2,Red Hat Enterprise Linux (Amazon VPC),u-6tb1.56xlarge,46.53391
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5ad.large,0.191
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5a.16xlarge,3.746
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5n.4xlarge,1.322
us-east-2,Red Hat Enterprise Linux (Amazon VPC),x2gd.large,0.227
us-east-2,Red Hat Enterprise Linux (Amazon VPC),p2.8xlarge,7.33
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m6g.2xlarge,0.438
us-east-2,Red Hat Enterprise Linux (Amazon VPC),c6g.4xlarge,0.674
us-east-2,Red Hat Enterprise Linux (Amazon VPC),t3a.small,0.0788
us-east-2,Red Hat Enterprise Linux (Amazon VPC),g4ad.8xlarge,1.864
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5.16xlarge,4.162
us-east-2,Red Hat Enterprise Linux (Amazon VPC),m6gd.4xlarge,0.8532
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r6g.8xlarge,1.7428
us-east-2,Red Hat Enterprise Linux (Amazon VPC),r5d.2xlarge,0.706
us-east-2,SUSE Linux (Amazon VPC),m5d.2xlarge,0.552
us-east-2,SUSE Linux (Amazon VPC),t2.2xlarge,0.4712
us-east-2,SUSE Linux (Amazon VPC),r5.large,0.189
us-east-2,SUSE Linux (Amazon VPC),c5ad.4xlarge,0.838
us-east-2,SUSE Linux (Amazon VPC),m5zn.12xlarge,4.1141
us-east-2,SUSE Linux (Amazon VPC),r3.xlarge,0.433
us-east-2,SUSE Linux (Amazon VPC),p2.xlarge,1
us-east-2,SUSE Linux (Amazon VPC),r5d.2xlarge,0.726
us-east-2,SUSE Linux (Amazon VPC),g4dn.12xlarge,4.062
us-east-2,SUSE Linux (Amazon VPC),h1.4xlarge,1.036
us-east-2,SUSE Linux (Amazon VPC),g3.8xlarge,2.38
us-east-2,SUSE Linux (Amazon VPC),z1d.3xlarge,1.266
us-east-2,SUSE Linux (Amazon VPC),c6g.12xlarge,1.782
us-east-2,SUSE Linux (Amazon VPC),r6gd.8xlarge,1.9932
us-east-2,SUSE Linux (Amazon VPC),g4ad.16xlarge,3.618
us-east-2,SUSE Linux (Amazon VPC),m6g.xlarge,0.279
us-east-2,SUSE Linux (Amazon VPC),r5b.large,0.212
us-east-2,SUSE Linux (Amazon VPC),g4dn.metal,7.974
us-east-2,SUSE Linux (Amazon VPC),t4g.nano,0.0042
us-east-2,SUSE Linux (Amazon VPC),m5a.xlarge,0.297
us-east-2,SUSE Linux (Amazon VPC),r5n.4xlarge,1.342
us-east-2,SUSE Linux (Amazon VPC),a1.4xlarge,0.558
us-east-2,SUSE Linux (Amazon VPC),p3.16xlarge,24.58
us-east-2,SUSE Linux (Amazon VPC),c6gd.medium,0.0694
us-east-2,SUSE Linux (Amazon VPC),c5a.16xlarge,2.614
us-east-2,SUSE Linux (Amazon VPC),inf1.24xlarge,4.871
us-east-2,SUSE Linux (Amazon VPC),c5a.8xlarge,1.382
us-east-2,SUSE Linux (Amazon VPC),i3en.2xlarge,1.054
us-east-2,SUSE Linux (Amazon VPC),r5n.8xlarge,2.534
us-east-2,SUSE Linux (Amazon VPC),r3.2xlarge,0.765
us-east-2,SUSE Linux (Amazon VPC),i3.large,0.256
us-east-2,SUSE Linux (Amazon VPC),c4.4xlarge,0.896
us-east-2,SUSE Linux (Amazon VPC),c6gd.2xlarge,0.4572
us-east-2,SUSE Linux (Amazon VPC),r4.xlarge,0.366
us-east-2,SUSE Linux (Amazon VPC),m5ad.2xlarge,0.562
us-east-2,SUSE Linux (Amazon VPC),c6gn.medium,0.0742
us-east-2,SUSE Linux (Amazon VPC),r3.8xlarge,2.76
us-east-2,SUSE Linux (Amazon VPC),c5.xlarge,0.27
us-east-2,SUSE Linux (Amazon VPC),t3a.nano,0.0047
us-east-2,SUSE Linux (Amazon VPC),i2.2xlarge,1.805
us-east-2,SUSE Linux (Amazon VPC),r5dn.metal,8.166
us-east-2,SUSE Linux (Amazon VPC),t4g.2xlarge,0.4188
us-east-2,SUSE Linux (Amazon VPC),m6g.large,0.14
us-east-2,SUSE Linux (Amazon VPC),a1.xlarge,0.227
us-east-2,SUSE Linux (Amazon VPC),t4g.micro,0.0084
us-east-2,SUSE Linux (Amazon VPC),h1.16xlarge,3.844
us-east-2,SUSE Linux (Amazon VPC),t4g.xlarge,0.2594
us-east-2,SUSE Linux (Amazon VPC),m5zn.metal,4.1141
us-east-2,SUSE Linux (Amazon VPC),i2.4xlarge,3.51
us-east-2,SUSE Linux (Amazon VPC),m5a.24xlarge,4.278
us-east-2,SUSE Linux (Amazon VPC),r5a.large,0.176
us-east-2,SUSE Linux (Amazon VPC),r5d.24xlarge,7.062
us-east-2,SUSE Linux (Amazon VPC),r5d.xlarge,0.413
us-east-2,SUSE Linux (Amazon VPC),m5d.xlarge,0.326
us-east-2,SUSE Linux (Amazon VPC),m5a.4xlarge,0.838
us-east-2,SUSE Linux (Amazon VPC),c5.18xlarge,3.16
us-east-2,SUSE Linux (Amazon VPC),r5.2xlarge,0.654
us-east-2,SUSE Linux (Amazon VPC),m5.4xlarge,0.868
us-east-2,SUSE Linux (Amazon VPC),t3.xlarge,0.2914
us-east-2,SUSE Linux (Amazon VPC),inf1.6xlarge,1.33
us-east-2,SUSE Linux (Amazon VPC),r5b.16xlarge,4.918
us-east-2,SUSE Linux (Amazon VPC),m5n.metal,5.862
us-east-2,SUSE Linux (Amazon VPC),i2.8xlarge,6.92
us-east-2,SUSE Linux (Amazon VPC),a1.2xlarge,0.354
us-east-2,SUSE Linux (Amazon VPC),r5ad.16xlarge,4.342
us-east-2,SUSE Linux (Amazon VPC),m5.large,0.196
us-east-2,SUSE Linux (Amazon VPC),r5ad.xlarge,0.387
us-east-2,SUSE Linux (Amazon VPC),m5ad.8xlarge,1.798
us-east-2,SUSE Linux (Amazon VPC),c5d.large,0.196
us-east-2,SUSE Linux (Amazon VPC),c5n.large,0.171
us-east-2,SUSE Linux (Amazon VPC),m5a.2xlarge,0.494
us-east-2,SUSE Linux (Amazon VPC),r6g.medium,0.0814
us-east-2,SUSE Linux (Amazon VPC),d3.xlarge,0.624
us-east-2,SUSE Linux (Amazon VPC),g4ad.4xlarge,1.017
us-east-2,SUSE Linux (Amazon VPC),r6g.4xlarge,0.9564
us-east-2,SUSE Linux (Amazon VPC),c5n.4xlarge,1.014
us-east-2,SUSE Linux (Amazon VPC),c6gd.16xlarge,2.6076
us-east-2,SUSE Linux (Amazon VPC),r5ad.24xlarge,6.438
us-east-2,SUSE Linux (Amazon VPC),m6gd.large,0.1534
us-east-2,SUSE Linux (Amazon VPC),r5b.8xlarge,2.534
us-east-2,SUSE Linux (Amazon VPC),c5d.4xlarge,0.868
us-east-2,SUSE Linux (Amazon VPC),g4dn.4xlarge,1.354
us-east-2,SUSE Linux (Amazon VPC),i3.metal,5.092
us-east-2,SUSE Linux (Amazon VPC),x1e.2xlarge,1.768
us-east-2,SUSE Linux (Amazon VPC),r6g.12xlarge,2.5692
us-east-2,SUSE Linux (Amazon VPC),r3.4xlarge,1.43
us-east-2,SUSE Linux (Amazon VPC),c5a.2xlarge,0.458
us-east-2,SUSE Linux (Amazon VPC),m5ad.4xlarge,0.974
us-east-2,SUSE Linux (Amazon VPC),c5n.2xlarge,0.582
us-east-2,SUSE Linux (Amazon VPC),c6g.metal,2.326
us-east-2,SUSE Linux (Amazon VPC),r5a.12xlarge,2.862
us-east-2,SUSE Linux (Amazon VPC),r5ad.4xlarge,1.198
us-east-2,SUSE Linux (Amazon VPC),c5a.4xlarge,0.766
us-east-2,SUSE Linux (Amazon VPC),m5.16xlarge,3.172
us-east-2,SUSE Linux (Amazon VPC),t2.large,0.1928
us-east-2,SUSE Linux (Amazon VPC),c6g.large,0.131
us-east-2,SUSE Linux (Amazon VPC),r5.24xlarge,6.198
us-east-2,SUSE Linux (Amazon VPC),m5a.8xlarge,1.526
us-east-2,SUSE Linux (Amazon VPC),t2.small,0.053
us-east-2,SUSE Linux (Amazon VPC),r5b.metal,7.302
us-east-2,SUSE Linux (Amazon VPC),t2.nano,0.0158
us-east-2,SUSE Linux (Amazon VPC),r6gd.2xlarge,0.6108
us-east-2,SUSE Linux (Amazon VPC),r5.12xlarge,3.174
us-east-2,SUSE Linux (Amazon VPC),m6gd.xlarge,0.3058
us-east-2,SUSE Linux (Amazon VPC),r6g.metal,3.3756
us-east-2,SUSE Linux (Amazon VPC),g4dn.16xlarge,4.502
us-east-2,SUSE Linux (Amazon VPC),r5n.large,0.212
us-east-2,SUSE Linux (Amazon VPC),r5ad.large,0.194
us-east-2,SUSE Linux (Amazon VPC),r5ad.8xlarge,2.246
us-east-2,SUSE Linux (Amazon VPC),c6gd.12xlarge,1.9932
us-east-2,SUSE Linux (Amazon VPC),p2.8xlarge,7.3
us-east-2,SUSE Linux (Amazon VPC),t3a.small,0.0498
us-east-2,SUSE Linux (Amazon VPC),m5ad.24xlarge,5.094
us-east-2,SUSE Linux (Amazon VPC),r5.4xlarge,1.158
us-east-2,SUSE Linux (Amazon VPC),c5n.18xlarge,4.038
us-east-2,SUSE Linux (Amazon VPC),m4.4xlarge,0.9
us-east-2,SUSE Linux (Amazon VPC),x1.16xlarge,6.769
us-east-2,SUSE Linux (Amazon VPC),g4dn.2xlarge,0.902
us-east-2,SUSE Linux (Amazon VPC),c5ad.16xlarge,2.902
us-east-2,SUSE Linux (Amazon VPC),c5n.metal,4.038
us-east-2,SUSE Linux (Amazon VPC),r5n.12xlarge,3.726
us-east-2,SUSE Linux (Amazon VPC),i3en.metal,10.998
us-east-2,SUSE Linux (Amazon VPC),m5ad.16xlarge,3.446
us-east-2,SUSE Linux (Amazon VPC),c6gd.metal,2.6076
us-east-2,SUSE Linux (Amazon VPC),m6gd.2xlarge,0.5116
us-east-2,SUSE Linux (Amazon VPC),c5ad.2xlarge,0.494
us-east-2,SUSE Linux (Amazon VPC),m6g.metal,2.614
us-east-2,SUSE Linux (Amazon VPC),r6gd.12xlarge,2.9148
us-east-2,SUSE Linux (Amazon VPC),r6gd.16xlarge,3.8364
us-east-2,SUSE Linux (Amazon VPC),t3a.micro,0.0094
us-east-2,SUSE Linux (Amazon VPC),m5zn.3xlarge,1.141
us-east-2,SUSE Linux (Amazon VPC),c6gd.xlarge,0.2786
us-east-2,SUSE Linux (Amazon VPC),t2.xlarge,0.2856
us-east-2,SUSE Linux (Amazon VPC),c5d.18xlarge,3.556
us-east-2,SUSE Linux (Amazon VPC),c6gd.8xlarge,1.3788
us-east-2,SUSE Linux (Amazon VPC),inf1.2xlarge,0.512
us-east-2,SUSE Linux (Amazon VPC),m5.xlarge,0.292
us-east-2,SUSE Linux (Amazon VPC),r6g.2xlarge,0.5532
us-east-2,SUSE Linux (Amazon VPC),r5n.xlarge,0.423
us-east-2,SUSE Linux (Amazon VPC),c5.12xlarge,2.14
us-east-2,SUSE Linux (Amazon VPC),m5d.16xlarge,3.716
us-east-2,SUSE Linux (Amazon VPC),m6gd.8xlarge,1.5964
us-east-2,SUSE Linux (Amazon VPC),i3.4xlarge,1.348
us-east-2,SUSE Linux (Amazon VPC),m5d.large,0.213
us-east-2,SUSE Linux (Amazon VPC),c5.24xlarge,4.18
us-east-2,SUSE Linux (Amazon VPC),t4g.small,0.0481
us-east-2,SUSE Linux (Amazon VPC),z1d.metal,4.614
us-east-2,SUSE Linux (Amazon VPC),g4dn.8xlarge,2.326
us-east-2,SUSE Linux (Amazon VPC),r6g.16xlarge,3.3756
us-east-2,SUSE Linux (Amazon VPC),g4ad.8xlarge,1.884
us-east-2,SUSE Linux (Amazon VPC),c5.large,0.185
us-east-2,SUSE Linux (Amazon VPC),t3.micro,0.0104
us-east-2,SUSE Linux (Amazon VPC),t3.large,0.1462
us-east-2,SUSE Linux (Amazon VPC),r5d.large,0.207
us-east-2,SUSE Linux (Amazon VPC),m5dn.metal,6.678
us-east-2,SUSE Linux (Amazon VPC),t3a.medium,0.1006
us-east-2,SUSE Linux (Amazon VPC),m4.2xlarge,0.5
us-east-2,SUSE Linux (Amazon VPC),m4.10xlarge,2.1
us-east-2,SUSE Linux (Amazon VPC),m5.metal,4.708
us-east-2,SUSE Linux (Amazon VPC),r6gd.large,0.1782
us-east-2,SUSE Linux (Amazon VPC),t2.medium,0.1464
us-east-2,SUSE Linux (Amazon VPC),c5ad.12xlarge,2.214
us-east-2,SUSE Linux (Amazon VPC),r5a.xlarge,0.351
us-east-2,SUSE Linux (Amazon VPC),m6g.12xlarge,1.998
us-east-2,SUSE Linux (Amazon VPC),m5zn.2xlarge,0.8107
us-east-2,SUSE Linux (Amazon VPC),r5b.24xlarge,7.302
us-east-2,SUSE Linux (Amazon VPC),p2.16xlarge,14.5
us-east-2,SUSE Linux (Amazon VPC),x2gd.4xlarge,1.486
us-east-2,SUSE Linux (Amazon VPC),r5b.12xlarge,3.726
us-east-2,SUSE Linux (Amazon VPC),r5n.2xlarge,0.746
us-east-2,SUSE Linux (Amazon VPC),d3.4xlarge,2.148
us-east-2,SUSE Linux (Amazon VPC),c5ad.xlarge,0.297
us-east-2,SUSE Linux (Amazon VPC),m5.8xlarge,1.636
us-east-2,SUSE Linux (Amazon VPC),g3.4xlarge,1.24
us-east-2,SUSE Linux (Amazon VPC),r5n.metal,7.302
us-east-2,SUSE Linux (Amazon VPC),t2.micro,0.0216
us-east-2,SUSE Linux (Amazon VPC),z1d.2xlarge,0.894
us-east-2,SUSE Linux (Amazon VPC),d3.2xlarge,1.149
us-east-2,SUSE Linux (Amazon VPC),c5a.large,0.14
us-east-2,SUSE Linux (Amazon VPC),r4.4xlarge,1.164
us-east-2,SUSE Linux (Amazon VPC),c5d.2xlarge,0.484
us-east-2,SUSE Linux (Amazon VPC),c4.8xlarge,1.691
us-east-2,SUSE Linux (Amazon VPC),m5d.24xlarge,5.524
us-east-2,SUSE Linux (Amazon VPC),r6gd.xlarge,0.3554
us-east-2,SUSE Linux (Amazon VPC),c6gd.large,0.1398
us-east-2,SUSE Linux (Amazon VPC),c5d.12xlarge,2.404
us-east-2,SUSE Linux (Amazon VPC),p3.2xlarge,3.16
us-east-2,SUSE Linux (Amazon VPC),c6gn.12xlarge,2.2236
us-east-2,SUSE Linux (Amazon VPC),c5a.xlarge,0.279
us-east-2,SUSE Linux (Amazon VPC),m4.large,0.2
us-east-2,SUSE Linux (Amazon VPC),t3.medium,0.1046
us-east-2,SUSE Linux (Amazon VPC),d2.4xlarge,2.86
us-east-2,SUSE Linux (Amazon VPC),g3s.xlarge,0.875
us-east-2,SUSE Linux (Amazon VPC),x1e.8xlarge,6.772
us-east-2,SUSE Linux (Amazon VPC),d3.8xlarge,4.14552
us-east-2,SUSE Linux (Amazon VPC),m5a.large,0.149
us-east-2,SUSE Linux (Amazon VPC),r5.xlarge,0.377
us-east-2,SUSE Linux (Amazon VPC),m5.12xlarge,2.404
us-east-2,SUSE Linux (Amazon VPC),r5b.4xlarge,1.342
us-east-2,SUSE Linux (Amazon VPC),h1.2xlarge,0.568
